sn,tc_loop,step_num,defect_reason,pe_cycle,pon_day,plane,mp_block,die,channel,cap,firmware
09240XE0008210,6,14,RAID,1341,13,2,44,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1341,13,3,44,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1346,13,0,46,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1346,13,1,46,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1346,13,2,46,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1346,13,3,46,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1340,13,0,48,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1340,13,1,48,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1340,13,2,48,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1340,13,3,48,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1334,13,1,49,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1334,13,3,49,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1347,13,0,50,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1347,13,1,50,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1347,13,2,50,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1347,13,3,50,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1341,13,0,51,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1341,13,1,51,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1341,13,2,51,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1341,13,3,51,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1329,13,0,52,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1329,13,1,52,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1329,13,2,52,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1329,13,3,52,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1346,13,3,54,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1344,13,0,55,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1344,13,1,55,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1344,13,2,55,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1344,13,3,55,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1342,13,0,59,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1342,13,1,59,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1342,13,2,59,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1342,13,3,59,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1342,13,1,60,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1342,13,2,60,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1342,13,3,60,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1336,13,1,61,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1355,13,0,64,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1355,13,1,64,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1355,13,2,64,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1355,13,3,64,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1341,13,0,65,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1341,13,1,65,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1341,13,2,65,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1341,13,3,65,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1334,13,0,70,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1334,13,1,70,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1334,13,2,70,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1334,13,3,70,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1331,13,3,72,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1336,13,0,74,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1336,13,1,74,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1336,13,2,74,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1336,13,3,74,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1343,13,0,75,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1343,13,2,75,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1327,13,0,76,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1327,13,1,76,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1327,13,2,76,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1337,13,0,77,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1337,13,1,77,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1337,13,2,77,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1337,13,3,77,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1335,13,0,79,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1335,13,1,79,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1335,13,2,79,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1335,13,3,79,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1331,13,0,81,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1331,13,1,81,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1331,13,2,81,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1331,13,3,81,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1342,13,0,83,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1342,13,1,83,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1342,13,2,83,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1342,13,3,83,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1335,13,1,84,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1335,13,3,84,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1333,13,3,85,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1337,13,1,86,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1337,13,3,86,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1357,13,0,87,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1357,13,1,87,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1357,13,2,87,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1357,13,3,87,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1342,13,0,88,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1342,13,1,88,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1342,13,2,88,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1346,13,0,91,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1346,13,1,91,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1346,13,2,91,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1346,13,3,91,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1336,13,0,96,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1336,13,1,96,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1336,13,2,96,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1336,13,3,96,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1340,13,0,97,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1340,13,1,97,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1340,13,2,97,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1340,13,3,97,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1346,13,1,100,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1346,13,3,100,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1354,13,0,101,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1354,13,1,101,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1354,13,2,101,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1354,13,3,101,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1352,13,0,105,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1352,13,1,105,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1352,13,2,105,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1352,13,3,105,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1334,13,1,106,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1340,13,1,107,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1331,13,0,108,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1331,13,1,108,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1331,13,3,108,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1346,13,0,109,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1346,13,2,109,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1346,13,3,109,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1336,13,1,110,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1337,13,2,110,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1332,13,1,111,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1332,13,3,111,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1335,13,0,112,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1335,13,2,112,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1335,13,3,112,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1324,13,1,113,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1324,13,3,113,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1343,13,1,115,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1343,13,3,115,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1318,13,3,117,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1317,13,0,118,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1317,13,1,118,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1317,13,2,118,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1317,13,3,118,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1337,13,1,121,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1337,13,3,121,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1334,13,0,125,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1334,13,2,125,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1334,13,3,125,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1340,13,1,127,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1340,13,3,127,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1344,13,0,128,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1343,13,1,128,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1344,13,2,128,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1343,13,3,128,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1344,13,3,131,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1320,13,3,132,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1344,13,1,135,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1344,13,3,135,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1343,13,0,142,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1343,13,1,142,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1343,13,2,142,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1343,13,3,142,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1339,13,0,144,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1339,13,1,144,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1339,13,2,144,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1339,13,3,144,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1339,13,0,145,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1339,13,1,145,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1339,13,2,145,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1339,13,3,145,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1344,13,0,146,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1344,13,1,146,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1344,13,2,146,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1344,13,3,146,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1339,13,1,149,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1346,13,0,150,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1346,13,1,150,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1346,13,2,150,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1346,13,3,150,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1342,13,3,151,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1335,13,0,156,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1335,13,1,156,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1335,13,2,156,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1335,13,3,156,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1340,13,0,159,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1340,13,1,159,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1340,13,2,159,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1340,13,3,159,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1325,13,0,161,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1325,13,1,161,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1325,13,2,161,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1325,13,3,161,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1323,13,0,162,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1323,13,1,162,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1323,13,2,162,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1323,13,3,162,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1334,13,0,164,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1334,13,1,164,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1334,13,2,164,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1334,13,3,164,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1339,13,0,165,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1339,13,1,165,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1339,13,2,165,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1339,13,3,165,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1344,13,0,168,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1343,13,1,168,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1344,13,2,168,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1343,13,3,168,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1331,13,0,170,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1331,13,1,170,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1331,13,2,170,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1331,13,3,170,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1330,13,0,173,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1330,13,1,173,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1330,13,2,173,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1330,13,3,173,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1338,13,0,176,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1338,13,1,176,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1338,13,2,176,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1338,13,3,176,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1337,13,0,178,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1337,13,1,178,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1337,13,2,178,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1337,13,3,178,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1342,13,0,179,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1342,13,1,179,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1342,13,2,179,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1342,13,3,179,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1322,13,1,180,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1325,13,0,181,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1325,13,1,181,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1325,13,2,181,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1325,13,3,181,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1344,13,0,182,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1344,13,1,182,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1344,13,2,182,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1344,13,3,182,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1343,13,0,183,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1342,13,1,183,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1343,13,2,183,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1342,13,3,183,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1340,13,0,184,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1340,13,1,184,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1340,13,2,184,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1340,13,3,184,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1331,13,0,185,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1331,13,1,185,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1331,13,2,185,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1332,13,0,186,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1332,13,1,186,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1332,13,2,186,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1332,13,3,186,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1340,13,1,188,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1340,13,3,188,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1339,13,0,193,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1339,13,1,193,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1339,13,2,193,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1339,13,3,193,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1346,13,0,195,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1346,13,1,195,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1346,13,2,195,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1346,13,3,195,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1346,13,0,197,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1346,13,1,197,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1346,13,3,197,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1342,13,0,199,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1342,13,1,199,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1342,13,2,199,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1345,13,1,200,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1345,13,3,200,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1344,13,0,201,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1344,13,2,201,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1346,13,0,202,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1346,13,1,202,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1346,13,2,202,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1346,13,3,202,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1325,13,0,207,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1325,13,1,207,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1325,13,2,207,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1325,13,3,207,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1339,13,0,209,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1339,13,1,209,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1339,13,2,209,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1339,13,3,209,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1346,13,0,210,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1346,13,1,210,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1346,13,2,210,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1346,13,3,210,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1352,13,0,211,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1352,13,1,211,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1352,13,2,211,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1352,13,3,211,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1335,13,0,213,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1335,13,1,213,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1335,13,2,213,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1335,13,3,213,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1343,13,0,215,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1343,13,1,215,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1343,13,2,215,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1343,13,3,215,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1330,13,3,217,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1338,13,1,224,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1338,13,2,224,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1338,13,3,224,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1332,13,0,228,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1332,13,1,228,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1332,13,2,228,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1332,13,3,228,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1340,13,0,230,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1340,13,1,230,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1340,13,2,230,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1340,13,3,230,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1354,13,0,231,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1354,13,1,231,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1354,13,2,231,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1354,13,3,231,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1332,13,1,232,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1332,13,3,232,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1336,13,3,235,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1329,13,3,237,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1339,13,0,240,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1339,13,1,240,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1339,13,2,240,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1339,13,3,240,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1335,13,0,242,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1335,13,1,242,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1335,13,2,242,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1335,13,3,242,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1339,13,0,247,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1339,13,1,247,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1339,13,2,247,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1339,13,3,247,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1346,13,0,248,0,1,894,RG109W04
09240XE0008210,6,14,RAID,1346,13,1,248,0,1,894,RG109W04
